timestamp,elapsed,goodput_bps,snd_cwnd,rtt_us,rttvar_us,retrans,lost,pacing_rate_bps,delivery_rate_bps,bytes_acked,total_retrans
1773031133.4921103,37.24060660399846,79794863.72766016,1712,43674,2821,0,0,544900056,219028232,317664238,2173
1773031134.4963305,38.24486993000028,80922648.36907206,1712,45032,2296,0,0,528470936,219028232,327822694,2173
1773031135.5097928,39.25826682499974,82685676.67167036,1712,48382,978,0,0,491871752,219028232,338296870,2173
1773031136.5193598,40.26791897899966,77891380.40110198,1712,44939,2780,0,0,529563120,219028232,348127270,2173
1773031137.5298662,41.278445220999856,70892868.5099759,1712,59289,6542,0,0,401387584,219028232,357082158,2173
1773031138.535885,42.28432188299848,71595067.98468527,1712,46543,212,0,0,511313016,219028232,366084134,2173
1773031139.537849,43.28637317799803,88946504.48013277,1712,48202,2359,0,0,493709784,219028232,377225254,2173
1773031140.5393574,44.287908300997515,77677874.90767811,1913,72257,5606,0,0,368022256,219028232,386949894,2173
1773031141.5425782,45.291098599998804,79386604.99337387,1922,74059,1585,0,0,360754424,219028232,396904878,2173
1773031142.5469496,46.295482614998036,77076941.53222778,1922,89509,3780,0,0,298485632,219028232,406581734,2173
1773031143.5575385,47.30611501000021,72656986.2228114,1922,110841,9569,0,0,241040104,219028232,415760422,2173
1773031144.568398,48.31686181999976,77807022.71030204,1922,50164,1256,0,0,532591856,219028232,425590822,2173
1773031145.569879,49.31843009699878,77143273.97779126,1922,51602,6238,0,0,517749008,219028232,435248854,2173
1773031146.5790942,50.32761168099751,82411206.58430989,1922,45568,2064,0,0,586311544,219028232,445644838,2173
1773031147.598139,51.346509213999525,78793556.17189522,1922,45712,3182,0,0,584469384,219028232,455680158,2173
1773031148.6133828,52.36170379899704,78054001.83472596,1922,43750,507,0,0,610680256,219028232,465585158,2173
1773031149.6207833,53.369350987999496,79989648.043174,1922,47009,945,0,0,568337600,219028232,475660326,2173
1773031150.6244347,54.37296768599845,86718174.55162652,1922,44445,682,0,0,601124128,219028232,486539302,2173
1773031151.6348453,55.38340122599766,76793397.0205111,1922,50864,3692,0,0,525266208,219028232,496238630,2173
1773031152.665921,56.40182240899958,70081684.46538046,1922,53918,9471,0,0,495516808,219028232,505160214,2173
1773031154.7889109,58.53744724999706,29618835.099546704,1353,62156,378,0,0,302589360,77695016,513067054,2199
1773031155.7920587,59.540596805996756,89486030.73500936,1373,45326,2427,0,0,421074888,144597088,524288038,2199
